omega,dN,6dN,count
0,12,72,1
1,1,6,29189
1,2,12,38732
1,3,18,22435
1,4,24,26224
1,5,30,61287
1,6,36,33593
1,7,42,45377
1,8,48,29004
1,9,54,35202
1,10,60,39806
1,11,66,29970
1,12,72,27105
1,13,78,40221
1,14,84,38950
1,15,90,68465
1,16,96,27250
1,17,102,20895
1,18,108,19270
1,19,114,28597
1,20,120,59194
1,21,126,31340
1,22,132,35372
1,23,138,26573
1,24,144,18953
1,25,150,31792
1,26,156,32527
1,27,162,22401
1,28,168,32996
1,29,174,25292
1,30,180,44200
1,31,186,20107
1,32,192,14068
1,33,198,24693
1,34,204,23540
1,35,210,68532
1,36,216,18660
1,37,222,25836
1,38,228,13642
1,39,234,15255
1,40,240,41610
1,41,246,21489
1,42,252,26228
1,43,258,19087
1,44,264,21833
1,45,270,21682
1,46,276,13199
1,47,282,15685
1,48,288,22056
1,49,294,20164
1,50,300,34176
1,51,306,20816
1,52,312,11519
1,53,318,11661
1,54,324,17726
1,55,330,36683
1,56,336,19432
1,57,342,18798
1,58,348,13453
1,59,354,9319
1,60,360,17222
1,61,366,14737
1,62,372,16658
1,63,378,19443
1,64,384,12964
1,65,390,31906
1,66,396,9817
1,67,402,8797
1,68,408,15733
1,69,414,13331
1,70,420,33118
1,71,426,11333
1,72,432,10041
1,73,438,8694
1,74,444,8091
1,75,450,22455
1,76,456,11715
1,77,462,17336
1,78,468,11022
1,79,474,12072
1,80,480,13062
1,81,486,6704
1,82,492,11658
1,83,498,8627
1,84,504,13089
1,85,510,18455
1,86,516,10636
1,87,522,5941
1,88,528,8457
1,89,534,9459
1,90,540,17270
1,91,546,13255
1,92,552,9768
1,93,558,8663
1,94,564,4536
1,95,570,13731
1,96,576,7777
1,97,582,8471
1,98,588,9721
1,99,594,9254
1,100,600,14864
1,101,606,5342
1,102,612,5302
1,103,618,7216
1,104,624,7125
1,105,630,17056
1,106,636,8094
1,107,642,5744
1,108,648,5663
1,109,654,3618
1,110,660,14055
1,111,666,6558
1,112,672,8273
1,113,678,6099
1,114,684,6529
1,115,690,8266
1,116,696,3809
1,117,702,7260
1,118,708,4958
1,119,714,9820
1,120,720,9241
1,121,726,6998
1,122,732,3179
1,123,738,3874
1,124,744,4459
1,125,750,10709
1,126,756,6320
1,127,762,4049
1,128,768,5389
1,129,774,2598
1,130,780,9357
1,131,786,3862
1,132,792,5726
1,133,798,5941
1,134,804,4942
1,135,810,7160
1,136,816,3607
1,137,822,2223
1,138,828,3812
1,139,834,4803
1,140,840,8725
1,141,846,4448
1,142,852,3727
1,143,858,3454
1,144,864,1884
1,145,870,8824
1,146,876,3301
1,147,882,5133
1,148,888,2931
1,149,894,2923
1,150,900,5051
1,151,906,1876
1,152,912,3786
1,153,918,3233
1,154,924,5117
1,155,930,5670
1,156,936,3931
1,157,942,1773
1,158,948,2380
1,159,954,2481
1,160,960,5375
1,161,966,3861
1,162,972,2230
1,163,978,2630
1,164,984,1656
1,165,990,4937
1,166,996,2088
1,167,1002,2878
1,168,1008,3016
1,169,1014,3048
1,170,1020,4291
1,171,1026,1698
1,172,1032,1596
1,173,1038,2378
1,174,1044,2324
1,175,1050,4817
1,176,1056,2815
1,177,1062,1845
1,178,1068,1562
1,179,1074,1189
1,180,1080,4518
1,181,1086,1850
1,182,1092,2652
1,183,1098,1871
1,184,1104,2139
1,185,1110,2397
1,186,1116,1309
1,187,1122,2378
1,188,1128,1651
1,189,1134,2067
1,190,1140,3467
1,191,1146,2043
1,192,1152,873
1,193,1158,1192
1,194,1164,1496
1,195,1170,3234
1,196,1176,2247
1,197,1182,1406
1,198,1188,1858
1,199,1194,937
1,200,1200,1742
1,>200,,99979
2,1,6,62966
2,2,12,127531
2,3,18,82270
2,4,24,69208
2,5,30,184047
2,6,36,70741
2,7,42,156776
2,8,48,94307
2,9,54,80856
2,10,60,126927
2,11,66,74014
2,12,72,97728
2,13,78,121919
2,14,84,88335
2,15,90,171292
2,16,96,65930
2,17,102,77850
2,18,108,74163
2,19,114,69529
2,20,120,144044
2,21,126,76527
2,22,132,111220
2,23,138,96867
2,24,144,44493
2,25,150,103296
2,26,156,79210
2,27,162,72328
2,28,168,112209
2,29,174,54266
2,30,180,136926
2,31,186,47011
2,32,192,53791
2,33,198,89799
2,34,204,48172
2,35,210,183652
2,36,216,39180
2,37,222,87898
2,38,228,52379
2,39,234,40383
2,40,240,126218
2,41,246,41436
2,42,252,86097
2,43,258,60553
2,44,264,54021
2,45,270,71511
2,46,276,34035
2,47,282,56846
2,48,288,68240
2,49,294,48950
2,50,300,84204
2,51,306,51733
2,52,312,43397
2,53,318,42584
2,54,324,39408
2,55,330,97160
2,56,336,46343
2,57,342,56335
2,58,348,49799
2,59,354,25957
2,60,360,56308
2,61,366,37038
2,62,372,53898
2,63,378,64802
2,64,384,25532
2,65,390,91703
2,66,396,26139
2,67,402,32176
2,68,408,52940
2,69,414,28026
2,70,420,98629
2,71,426,23235
2,72,432,37508
2,73,438,31754
2,74,444,22278
2,75,450,63565
2,76,456,23202
2,77,462,61165
2,78,468,36007
2,79,474,26851
2,80,480,40376
2,81,486,18287
2,82,492,40527
2,83,498,28305
2,84,504,31082
2,85,510,49088
2,86,516,24479
2,87,522,22914
2,88,528,30551
2,89,534,21880
2,90,540,42602
2,91,546,31546
2,92,552,30815
2,93,558,30638
2,94,564,12663
2,95,570,43971
2,96,576,19287
2,97,582,25399
2,98,588,32794
2,99,594,18683
2,100,600,45666
2,101,606,13138
2,102,612,19813
2,103,618,26352
2,104,624,15241
2,105,630,48561
2,106,636,15660
2,107,642,21101
2,108,648,20324
2,109,654,9902
2,110,660,43334
2,111,666,12541
2,112,672,26855
2,113,678,19636
2,114,684,16492
2,115,690,25696
2,116,696,9870
2,117,702,25228
2,118,708,16054
2,119,714,19421
2,120,720,25220
2,121,726,16845
2,122,732,11848
2,123,738,14440
2,124,744,11036
2,125,750,28528
2,126,756,15323
2,127,762,13757
2,128,768,18330
2,129,774,7220
2,130,780,26842
2,131,786,9642
2,132,792,16928
2,133,798,20369
2,134,804,9309
2,135,810,21990
2,136,816,9082
2,137,822,8855
2,138,828,13736
2,139,834,9838
2,140,840,25514
2,141,846,8097
2,142,852,13355
2,143,858,12998
2,144,864,5202
2,145,870,23740
2,146,876,7128
2,147,882,18152
2,148,888,9812
2,149,894,7106
2,150,900,15321
2,151,906,5033
2,152,912,12930
2,153,918,10331
2,154,924,11301
2,155,930,15277
2,156,936,8783
2,157,942,6466
2,158,948,8802
2,159,954,6310
2,160,960,14517
2,161,966,9120
2,162,972,7098
2,163,978,9110
2,164,984,4441
2,165,990,15488
2,166,996,5428
2,167,1002,8286
2,168,1008,10067
2,169,1014,6065
2,170,1020,13804
2,171,1026,4253
2,172,1032,5948
2,173,1038,8313
2,174,1044,4330
2,175,1050,14264
2,176,1056,5749
2,177,1062,7022
2,178,1068,5621
2,179,1074,3228
2,180,1080,12892
2,181,1086,3859
2,182,1092,9151
2,183,1098,6018
2,184,1104,4987
2,185,1110,7730
2,186,1116,3325
2,187,1122,8298
2,188,1128,5098
2,189,1134,4795
2,190,1140,8871
2,191,1146,4767
2,192,1152,3385
2,193,1158,4384
2,194,1164,3889
2,195,1170,8743
2,196,1176,4827
2,197,1182,4562
2,198,1188,6523
2,199,1194,2499
2,200,1200,5604
2,>200,,286507
3,1,6,45608
3,2,12,151006
3,3,18,110824
3,4,24,64002
3,5,30,207670
3,6,36,48905
3,7,42,199772
3,8,48,107679
3,9,54,63545
3,10,60,156705
3,11,66,64169
3,12,72,131430
3,13,78,125096
3,14,84,70631
3,15,90,152134
3,16,96,57315
3,17,102,110971
3,18,108,106886
3,19,114,59606
3,20,120,120508
3,21,126,66709
3,22,132,120785
3,23,138,132545
3,24,144,34800
3,25,150,130309
3,26,156,67583
3,27,162,81062
3,28,168,138647
3,29,174,38106
3,30,180,161691
3,31,186,38236
3,32,192,77194
3,33,198,120139
3,34,204,32301
3,35,210,180264
3,36,216,26379
3,37,222,107517
3,38,228,75918
3,39,234,38830
3,40,240,147512
3,41,246,24470
3,42,252,100699
3,43,258,68650
3,44,264,47630
3,45,270,90204
3,46,276,29795
3,47,282,77338
3,48,288,72761
3,49,294,41217
3,50,300,71631
3,51,306,45123
3,52,312,63119
3,53,318,56492
3,54,324,28865
3,55,330,92997
3,56,336,39875
3,57,342,57637
3,58,348,68387
3,59,354,24991
3,60,360,68908
3,61,366,32944
3,62,372,60802
3,63,378,79148
3,64,384,15644
3,65,390,100244
3,66,396,24962
3,67,402,43562
3,68,408,65679
3,69,414,19327
3,70,420,112271
3,71,426,15044
3,72,432,52425
3,73,438,42935
3,74,444,21255
3,75,450,67605
3,76,456,14801
3,77,462,79657
3,78,468,40660
3,79,474,19999
3,80,480,47272
3,81,486,17966
3,82,492,52136
3,83,498,32413
3,84,504,26261
3,85,510,47430
3,86,516,18884
3,87,522,32776
3,88,528,39704
3,89,534,17458
3,90,540,38002
3,91,546,27032
3,92,552,32999
3,93,558,38738
3,94,564,12503
3,95,570,55159
3,96,576,16794
3,97,582,26457
3,98,588,41099
3,99,594,12143
3,100,600,53601
3,101,606,11766
3,102,612,27115
3,103,618,35331
3,104,624,10610
3,105,630,51929
3,106,636,9539
3,107,642,29477
3,108,648,26389
3,109,654,9795
3,110,660,49766
3,111,666,7667
3,112,672,32313
3,113,678,22829
3,114,684,14807
3,115,690,29986
3,116,696,9147
3,117,702,32170
3,118,708,18566
3,119,714,12027
3,120,720,24667
3,121,726,14445
3,122,732,16119
3,123,738,19209
3,124,744,10219
3,125,750,27538
3,126,756,12769
3,127,762,15736
3,128,768,22954
3,129,774,7152
3,130,780,29206
3,131,786,8718
3,132,792,18162
3,133,798,25515
3,134,804,5361
3,135,810,26316
3,136,816,8114
3,137,822,13359
3,138,828,18454
3,139,834,6346
3,140,840,28679
3,141,846,4248
3,142,852,17761
3,143,858,17936
3,144,864,5236
3,145,870,23289
3,146,876,5177
3,147,882,24088
3,148,888,11015
3,149,894,6170
3,150,900,16969
3,151,906,5049
3,152,912,16527
3,153,918,12041
3,154,924,8547
3,155,930,14425
3,156,936,6445
3,157,942,9066
3,158,948,11879
3,159,954,5907
3,160,960,13925
3,161,966,7816
3,162,972,8269
3,163,978,11276
3,164,984,4520
3,165,990,18408
3,166,996,4932
3,167,1002,7493
3,168,1008,12688
3,169,1014,4278
3,170,1020,16457
3,171,1026,3665
3,172,1032,8514
3,173,1038,10688
3,174,1044,2535
3,175,1050,16313
3,176,1056,3964
3,177,1062,9682
3,178,1068,7448
3,179,1074,2906
3,180,1080,13271
3,181,1086,2642
3,182,1092,12312
3,183,1098,6845
3,184,1104,3892
3,185,1110,8781
3,186,1116,3167
3,187,1122,10499
3,188,1128,5778
3,189,1134,3696
3,190,1140,8054
3,191,1146,4020
3,192,1152,5116
3,193,1158,5740
3,194,1164,3525
3,195,1170,8349
3,196,1176,3640
3,197,1182,5088
3,198,1188,8571
3,199,1194,2439
3,200,1200,6501
3,>200,,310646
4,1,6,13065
4,2,12,74917
4,3,18,66885
4,4,24,25485
4,5,30,108266
4,6,36,13103
4,7,42,113646
4,8,48,52366
4,9,54,20145
4,10,60,91734
4,11,66,22632
4,12,72,80823
4,13,78,49960
4,14,84,23716
4,15,90,55831
4,16,96,20966
4,17,102,73677
4,18,108,70119
4,19,114,21599
4,20,120,39773
4,21,126,25383
4,22,132,52156
4,23,138,82780
4,24,144,10077
4,25,150,77213
4,26,156,24386
4,27,162,37577
4,28,168,75548
4,29,174,10706
4,30,180,89035
4,31,186,11642
4,32,192,52330
4,33,198,73250
4,34,204,8189
4,35,210,77381
4,36,216,6860
4,37,222,56461
4,38,228,50556
4,39,234,15928
4,40,240,80032
4,41,246,5010
4,42,252,50619
4,43,258,32710
4,44,264,17675
4,45,270,53296
4,46,276,10632
4,47,282,48391
4,48,288,30923
4,49,294,15192
4,50,300,24653
4,51,306,16919
4,52,312,42316
4,53,318,32390
4,54,324,7794
4,55,330,38203
4,56,336,14680
4,57,342,22970
4,58,348,43119
4,59,354,10370
4,60,360,39419
4,61,366,12679
4,62,372,28598
4,63,378,42078
4,64,384,3483
4,65,390,49008
4,66,396,10202
4,67,402,26257
4,68,408,35509
4,69,414,5379
4,70,420,59260
4,71,426,3566
4,72,432,32792
4,73,438,26160
4,74,444,8981
4,75,450,32499
4,76,456,3468
4,77,462,46912
4,78,468,19331
4,79,474,5765
4,80,480,24461
4,81,486,7487
4,82,492,29254
4,83,498,16246
4,84,504,9543
4,85,510,19996
4,86,516,6079
4,87,522,22697
4,88,528,22569
4,89,534,5776
4,90,540,13794
4,91,546,9902
4,92,552,14202
4,93,558,21817
4,94,564,5266
4,95,570,32243
4,96,576,6206
4,97,582,10524
4,98,588,22988
4,99,594,2971
4,100,600,30221
4,101,606,4268
4,102,612,16507
4,103,618,22111
4,104,624,2940
4,105,630,25539
4,106,636,2155
4,107,642,18470
4,108,648,15402
4,109,654,4178
4,110,660,27137
4,111,666,1676
4,112,672,17006
4,113,678,10879
4,114,684,5492
4,115,690,15572
4,116,696,3328
4,117,702,18149
4,118,708,9083
4,119,714,2499
4,120,720,10728
4,121,726,5155
4,122,732,10377
4,123,738,11223
4,124,744,4095
4,125,750,11797
4,126,756,4883
4,127,762,7938
4,128,768,12703
4,129,774,2933
4,130,780,13611
4,131,786,3559
4,132,792,7540
4,133,798,14084
4,134,804,1030
4,135,810,14761
4,136,816,2871
4,137,822,9045
4,138,828,11853
4,139,834,1430
4,140,840,15207
4,141,846,754
4,142,852,10203
4,143,858,11647
4,144,864,2233
4,145,870,9819
4,146,876,1446
4,147,882,14182
4,148,888,5353
4,149,894,2132
4,150,900,8549
4,151,906,2079
4,152,912,8696
4,153,918,5850
4,154,924,2422
4,155,930,5739
4,156,936,1870
4,157,942,5950
4,158,948,7175
4,159,954,2414
4,160,960,5738
4,161,966,2986
4,162,972,4161
4,163,978,6354
4,164,984,1906
4,165,990,10044
4,166,996,1923
4,167,1002,2329
4,168,1008,7169
4,169,1014,1110
4,170,1020,8898
4,171,1026,1324
4,172,1032,5764
4,173,1038,6361
4,174,1044,490
4,175,1050,8658
4,176,1056,1010
4,177,1062,6083
4,178,1068,4405
4,179,1074,1116
4,180,1080,6043
4,181,1086,677
4,182,1092,7174
4,183,1098,3294
4,184,1104,1156
4,185,1110,4452
4,186,1116,1368
4,187,1122,6113
4,188,1128,2727
4,189,1134,1115
4,190,1140,3182
4,191,1146,1502
4,192,1152,3398
4,193,1158,3164
4,194,1164,1397
4,195,1170,3627
4,196,1176,1072
4,197,1182,2170
4,198,1188,5130
4,199,1194,1076
4,200,1200,3387
4,>200,,153344
5,1,6,1292
5,2,12,14106
5,3,18,16917
5,4,24,3817
5,5,30,25388
5,6,36,1193
5,7,42,27707
5,8,48,9929
5,9,54,2180
5,10,60,24081
5,11,66,2865
5,12,72,22448
5,13,78,6824
5,14,84,2939
5,15,90,7644
5,16,96,2981
5,17,102,21912
5,18,108,20596
5,19,114,2958
5,20,120,4427
5,21,126,3892
5,22,132,8692
5,23,138,22998
5,24,144,821
5,25,150,20883
5,26,156,3378
5,27,162,6763
5,28,168,17173
5,29,174,1065
5,30,180,22536
5,31,186,1126
5,32,192,15659
5,33,198,19872
5,34,204,671
5,35,210,13243
5,36,216,592
5,37,222,11543
5,38,228,14973
5,39,234,2618
5,40,240,19434
5,41,246,229
5,42,252,10204
5,43,258,6081
5,44,264,2704
5,45,270,14239
5,46,276,1381
5,47,282,13343
5,48,288,4881
5,49,294,2232
5,50,300,3037
5,51,306,2482
5,52,312,12624
5,53,318,7461
5,54,324,708
5,55,330,6400
5,56,336,2220
5,57,342,3114
5,58,348,12318
5,59,354,1718
5,60,360,9753
5,61,366,1972
5,62,372,5302
5,63,378,8980
5,64,384,224
5,65,390,10438
5,66,396,1588
5,67,402,6542
5,68,408,7740
5,69,414,481
5,70,420,14226
5,71,426,251
5,72,432,9359
5,73,438,6413
5,74,444,1456
5,75,450,6569
5,76,456,231
5,77,462,11783
5,78,468,3693
5,79,474,554
5,80,480,5696
5,81,486,1248
5,82,492,6981
5,83,498,3098
5,84,504,1403
5,85,510,3460
5,86,516,635
5,87,522,6885
5,88,528,5248
5,89,534,625
5,90,540,1895
5,91,546,1437
5,92,552,2197
5,93,558,5102
5,94,564,930
5,95,570,8427
5,96,576,919
5,97,582,1527
5,98,588,5541
5,99,594,218
5,100,600,7693
5,101,606,474
5,102,612,4011
5,103,618,6186
5,104,624,333
5,105,630,5335
5,106,636,125
5,107,642,5275
5,108,648,3738
5,109,654,724
5,110,660,6516
5,111,666,75
5,112,672,3603
5,113,678,2051
5,114,684,811
5,115,690,3483
5,116,696,475
5,117,702,4239
5,118,708,1862
5,119,714,151
5,120,720,1888
5,121,726,751
5,122,732,2821
5,123,738,2734
5,124,744,617
5,125,750,1958
5,126,756,710
5,127,762,1622
5,128,768,2967
5,129,774,426
5,130,780,2516
5,131,786,556
5,132,792,1164
5,133,798,3438
5,134,804,46
5,135,810,4013
5,136,816,413
5,137,822,2784
5,138,828,3419
5,139,834,125
5,140,840,3717
5,141,846,42
5,142,852,2689
5,143,858,3494
5,144,864,378
5,145,870,1643
5,146,876,164
5,147,882,3607
5,148,888,1063
5,149,894,313
5,150,900,1832
5,151,906,373
5,152,912,1912
5,153,918,1103
5,154,924,260
5,155,930,873
5,156,936,176
5,157,942,1617
5,158,948,1816
5,159,954,363
5,160,960,921
5,161,966,439
5,162,972,797
5,163,978,1506
5,164,984,321
5,165,990,2483
5,166,996,340
5,167,1002,201
5,168,1008,1761
5,169,1014,99
5,170,1020,2421
5,171,1026,200
5,172,1032,1823
5,173,1038,1560
5,174,1044,25
5,175,1050,2149
5,176,1056,89
5,177,1062,1725
5,178,1068,1071
5,179,1074,184
5,180,1080,1146
5,181,1086,62
5,182,1092,1903
5,183,1098,627
5,184,1104,127
5,185,1110,951
5,186,1116,239
5,187,1122,1462
5,188,1128,499
5,189,1134,127
5,190,1140,404
5,191,1146,198
5,192,1152,1038
5,193,1158,784
5,194,1164,202
5,195,1170,591
5,196,1176,103
5,197,1182,336
5,198,1188,1260
5,199,1194,182
5,200,1200,755
5,>200,,34279
6,1,6,21
6,2,12,741
6,3,18,1420
6,4,24,147
6,5,30,2151
6,6,36,20
6,7,42,2548
6,8,48,577
6,9,54,58
6,10,60,2401
6,11,66,76
6,12,72,2284
6,13,78,207
6,14,84,98
6,15,90,268
6,16,96,118
6,17,102,2309
6,18,108,2164
6,19,114,112
6,20,120,105
6,21,126,181
6,22,132,405
6,23,138,2314
6,24,144,7
6,25,150,2130
6,26,156,128
6,27,162,345
6,28,168,1231
6,29,174,18
6,30,180,2082
6,31,186,18
6,32,192,1735
6,33,198,1964
6,34,204,10
6,35,210,652
6,36,216,7
6,37,222,750
6,38,228,1614
6,39,234,82
6,40,240,1851
6,41,246,1
6,42,252,583
6,43,258,317
6,44,264,112
6,45,270,1401
6,46,276,37
6,47,282,1415
6,48,288,183
6,49,294,118
6,50,300,73
6,51,306,137
6,52,312,1358
6,53,318,551
6,54,324,16
6,55,330,325
6,56,336,106
6,57,342,106
6,58,348,1269
6,59,354,88
6,60,360,866
6,61,366,97
6,62,372,275
6,63,378,556
6,64,384,4
6,65,390,736
6,66,396,84
6,67,402,512
6,68,408,549
6,69,414,5
6,70,420,1299
6,71,426,2
6,72,432,956
6,73,438,550
6,74,444,65
6,75,450,402
6,76,456,2
6,77,462,1102
6,78,468,206
6,79,474,7
6,80,480,398
6,81,486,48
6,82,492,520
6,83,498,175
6,84,504,46
6,85,510,186
6,86,516,24
6,87,522,683
6,88,528,341
6,89,534,21
6,90,540,56
6,91,546,58
6,92,552,92
6,93,558,383
6,94,564,44
6,95,570,785
6,96,576,28
6,97,582,44
6,98,588,441
6,100,600,713
6,101,606,18
6,102,612,312
6,103,618,653
6,104,624,4
6,105,630,360
6,106,636,1
6,107,642,580
6,108,648,268
6,109,654,30
6,110,660,606
6,111,666,1
6,112,672,240
6,113,678,129
6,114,684,35
6,115,690,257
6,116,696,18
6,117,702,345
6,118,708,118
6,119,714,1
6,120,720,105
6,121,726,33
6,122,732,254
6,123,738,215
6,124,744,30
6,125,750,110
6,126,756,38
6,127,762,86
6,128,768,266
6,129,774,21
6,130,780,119
6,131,786,37
6,132,792,49
6,133,798,273
6,134,804,1
6,135,810,404
6,136,816,16
6,137,822,340
6,138,828,363
6,140,840,295
6,142,852,245
6,143,858,339
6,144,864,16
6,145,870,66
6,146,876,1
6,147,882,337
6,148,888,64
6,149,894,6
6,150,900,136
6,151,906,22
6,152,912,149
6,153,918,65
6,154,924,1
6,155,930,41
6,156,936,5
6,157,942,178
6,158,948,173
6,159,954,11
6,160,960,52
6,161,966,23
6,162,972,42
6,163,978,106
6,164,984,10
6,165,990,204
6,166,996,10
6,167,1002,3
6,168,1008,155
6,169,1014,3
6,170,1020,249
6,171,1026,3
6,172,1032,221
6,173,1038,148
6,175,1050,217
6,176,1056,3
6,177,1062,189
6,178,1068,77
6,179,1074,5
6,180,1080,60
6,182,1092,176
6,183,1098,34
6,184,1104,5
6,185,1110,84
6,186,1116,16
6,187,1122,143
6,188,1128,26
6,189,1134,2
6,190,1140,17
6,191,1146,8
6,192,1152,127
6,193,1158,49
6,194,1164,7
6,195,1170,39
6,196,1176,5
6,197,1182,13
6,198,1188,114
6,199,1194,5
6,200,1200,69
6,>200,,2875
7,2,12,3
7,3,18,10
7,5,30,39
7,7,42,63
7,8,48,3
7,10,60,51
7,12,72,64
7,13,78,1
7,15,90,1
7,17,102,62
7,18,108,57
7,19,114,1
7,21,126,2
7,23,138,52
7,25,150,53
7,27,162,4
7,28,168,18
7,30,180,34
7,32,192,42
7,33,198,42
7,35,210,6
7,37,222,7
7,38,228,31
7,40,240,32
7,42,252,3
7,43,258,2
7,45,270,32
7,47,282,26
7,48,288,2
7,52,312,26
7,53,318,6
7,55,330,4
7,58,348,27
7,60,360,13
7,62,372,3
7,63,378,4
7,65,390,6
7,66,396,1
7,67,402,8
7,68,408,5
7,70,420,23
7,72,432,17
7,73,438,7
7,74,444,1
7,75,450,4
7,77,462,21
7,78,468,1
7,80,480,6
7,82,492,5
7,83,498,1
7,85,510,3
7,87,522,14
7,88,528,1
7,93,558,5
7,94,564,1
7,95,570,14
7,98,588,6
7,100,600,11
7,102,612,4
7,103,618,20
7,105,630,8
7,107,642,15
7,108,648,1
7,110,660,6
7,112,672,2
7,113,678,1
7,115,690,1
7,117,702,3
7,118,708,1
7,120,720,1
7,122,732,3
7,123,738,3
7,125,750,2
7,128,768,1
7,130,780,1
7,133,798,9
7,135,810,10
7,137,822,7
7,138,828,10
7,140,840,1
7,142,852,3
7,143,858,9
7,145,870,1
7,147,882,12
7,148,888,1
7,151,906,1
7,152,912,3
7,153,918,1
7,157,942,5
7,158,948,3
7,163,978,2
7,165,990,3
7,168,1008,2
7,170,1020,6
7,172,1032,2
7,173,1038,1
7,175,1050,5
7,177,1062,4
7,180,1080,1
7,182,1092,6
7,187,1122,2
7,192,1152,3
7,198,1188,3
7,>200,,60
